pH,EC (µS/cm),HCO3,Cl (mg/L),SO4,Total Hardness,Na (mg/L),F
7.3,1180,457.7,63.8,21.8,430,65,0.76
7.24,950,381.4,81.5,26.6,345,61,0.53
7.75,600,350.9,10.6,12.5,235,39,0.44
7.5,840,439.3,21.3,13.9,270,86,0.86
7.84,930,445.4,42.5,44.9,220,124,1.63
7.51,470,219.7,31.9,5.9,180,21.8,0.28
7.52,640,250.2,39.9,38.4,210,33.4,1.2
7.7,690,299,44.9,30.5,213,51.3,0.63
7.81,590,268.5,30.3,24.2,149,56.7,1.83
7.12,820,366.1,57.5,32.1,317,43.3,0.56
7.84,620,213.6,38.7,37.4,221,17.8,0.47
7.82,800,317.3,64.7,20.4,186,90.3,0.16
7.76,610,311.2,17.8,5.7,249,20.3,1.58
7.6,783,280.7,65.9,50.5,268,31.6,0.31
7.6,1170,353.9,86.8,66.1,299,112.2,0.4
7.7,1142,280.7,134.9,85.6,266,116.8,0.84
7.6,900,414.9,53.1,40.4,306,63.1,0.88
7.2,783,390.5,18.4,16.5,249,57.1,1.9
7.8,530,268.5,16.9,2.8,206,10.3,0.22
7.2,990,292.9,119,68.9,272,49.4,0.6
7.6,790,280.7,59.2,53.3,240,48.3,1.2
7.5,606,292.9,33.3,17.3,224,22.9,0.28
6.31,290,128.1,31.9,4.5,95,23.4,0.46
3.82,1130,12.2,290.7,32.5,270,83.4,1.78
7.85,750,189.2,127.6,17,70,110.6,0.26
8.1,660,152.6,117,18.8,60,120.4,0.29
7.5,1110,244.1,177.3,82.5,320,121.7,0.52
8.05,930,122,216.2,12.5,125,137.4,0.35
7.3,1330,372.2,219.8,33.1,495,63.3,0.57
6.1,620,97.6,145.3,2,145,55.3,0.34
7.28,840,189.2,127.6,77.5,185,108.7,1.02
7.01,2620,219.7,694.8,20,540,262.4,0.31
7.67,1370,317.3,255.2,57.5,250,181.6,0.44
7.5,540,244,25.5,19.7,172,32,0.53
7.3,1060,342,104.8,25,365,40,0.51
7.7,680,244,50,41.5,151,51,0.77
7.6,1230,366,63.6,123.1,307,120,2.03
7.42,910,323,12,10.7,252,80,0.98
7.3,1034,342,74.1,56.5,391,38,0.41
7.6,1270,427,83.6,52.9,295,116,0.51
7.5,795,244,55,7.5,290,33,0.29
7,840,305,51.5,26.5,351,18,0.42
7.5,680,122,82.3,51.3,207,29,0.34
7.84,1420,561.4,120.3,85.8,212,130.2,0.84
7.41,690,299,13.3,8.1,240,22.9,0.98
7.87,2200,366.1,619.1,12.3,128,443.1,0.51
7.87,630,317.3,31.9,4.5,237,35,0.61
7.88,1260,427.1,136.2,91.6,118,228.7,0.73
7.7,870,311.2,74.6,63.1,223,84.6,0.82
7.7,870,311.2,74.6,63.1,223,84.6,0.82
6.96,870,305.1,68.1,53.9,232,79.2,0.46
7.53,700,256.3,40.2,34.7,261,38.6,0.85
7.42,700,256.3,50.2,28.6,261,35,1.02
7.35,500,231.9,17.8,12.3,174,24.3,0.67
6.69,840,250.2,69.9,41.9,258,58.8,0.33
7.79,420,128.1,37.9,17.4,125,18.7,0.35
7.29,920,360,75.8,65.4,330,53.4,0.68
7.65,850,439.3,47.7,27.4,234,100.9,0.72
7.6,560,262.4,28,22.3,170,40.5,0.26
7.54,670,305.1,44,24.5,171,75.7,1.46
7.38,560,170.9,9.9,8.6,134,12,0.27
7.4,722,323.4,36.5,33.1,266,40.2,1.19
8.1,880,341.7,113.3,5.8,43,182.4,2.32
7.71,1010,292.9,113.4,66,250,76.6,0.45
7.35,1160,122,304.9,46.4,135,201.5,3.36
7.47,860,396.6,35.5,9.2,380,22.9,0.7
7.2,550,164.8,74.4,26.7,205,25.9,0.22
7.75,1240,427.1,184.3,6,300,146,3.05
7.57,1430,457.7,191.4,3.6,420,136.4,0.7
7.1,1370,366,193.5,43.9,405,118,0.36
7.85,660,299,28.2,21.4,145,60,0.78
7.88,1600,549,162.2,97.6,345,201,1.66
8,630,238,53.8,23,130,76,0.65
7.38,1010,311.2,141.8,24,380,60.9,1.31
7.16,3530,634.6,425.4,250,1140,186.3,0.34
7.21,2640,927.5,354.5,34.5,620,242.1,0.28
7.1,2642,683.4,312,181.5,440,241,0.45
7.5,1432,402.7,177.3,100,370,123,1.09
7,1345,427.1,148.9,111,350,152,1.47
7.3,1010,61,241.1,92,340,52,0.2
7.3,1010,61,241.1,92,340,52,0.2
8,535,305.1,24.8,10.2,100,80.7,0.78
7.5,690,280.7,35.5,54,215,53,1.44
7.9,1806,378.3,319.1,150,120,345,1.2
7.9,470,164.8,53.2,25,125,43.5,0.4
7.6,665,158.7,70.9,27.5,230,42,0.26
7.6,880,360,70.9,28,120,131.7,0.8
6.4,352,134.2,35.5,19,115,24.6,0.35
7.8,1070,488.2,85.1,41,310,111.1,1.2
7.2,1020,427.1,70.9,79,350,78.7,0.7
7.5,673,341.7,25,14.7,205,51.6,0.48
7.96,2380,305.1,627.7,55.8,267,364,0.07
7.77,850,427.1,33.7,25.5,290,46,0.15
7.67,1090,299,160.5,27.8,282,119.5,null
7.87,3930,756.6,877.9,68.6,395,698.8,0.67
7.5,1250,549.2,78.9,35.9,243,140.9,0.09
7.75,1040,366.1,104.7,39.9,200,99.5,0.15
7.87,890,305.1,58,40.7,287,42.2,0.26
7.86,670,347.8,24.7,13.7,253,28.7,0.2
7.68,880,451.5,37,13.8,297,51.3,0.14
7.61,820,414.9,30.3,20.9,308,44,0.19
7.58,1490,341.7,299.6,11.4,238,180.8,0.57
7.75,1250,451.5,112,69.5,299,141.1,0.86
8,770,225.8,106.5,51.1,174,84.6,0.1
7.85,1070,353.9,141.8,18.7,212,118.1,0.3
8.2,1640,683.4,127.1,87.3,92,176.7,0.08
7.84,1280,329.5,179.7,79.5,187,162.6,0.47
6.9,1280,366.1,141.8,67.2,194,153.1,0.55
7.38,1010,366.1,88.2,52.3,252,94,0.84
7.38,1010,366.1,88.2,52.3,252,94,0.84
7.18,1480,109.8,442.2,10.6,520,90.8,0.13
8.02,3300,549.2,749.6,128.8,772,403.3,0.74
8.19,890,289.8,88.5,46.9,185,78.7,0.09
7.47,1080,451.5,49.6,43.2,447,30.9,1.37
7.77,860,329.5,115.4,5.7,290,59.2,0.48
7.64,970,396.6,64.5,34.7,363,48.4,0.38
7.65,1005,500.4,31,18.3,374,54.4,0.32
7.58,1330,414.9,127.9,97,423,110.1,1.26
7.16,670,259.3,45.6,51.6,273,24.8,0.69
7.94,350,173.9,10.8,13.4,141,13.4,0.1
7.65,460,219.7,21,2.8,187,13.1,0.47
8.28,1001,305.1,125.1,26,269,97.8,0.23
7.79,830,378.3,71.8,4.1,302,53.2,0.34
7.63,910,414.9,43.4,67.8,351,40,0.77
8.18,1430,689.5,88.5,41.3,214,245.9,1.43
7.94,2300,829.9,205.6,89.2,350,289.7,0.21
7.97,3640,732.2,804.7,102.7,560,497.1,0.19
7.75,2140,573.6,411.2,92.4,265,368,1.23
7.67,1170,268.5,187.9,61.4,215,137,0.59
7.25,750,213.6,21.3,9,65,68.9,2.48
6.9,1630,561.4,191.4,11.4,555,118.2,1.17
7.72,2140,610.2,255.2,193.9,420,182.6,1.32
7.44,1540,457.7,198.5,96.3,345,161.4,0.81
7.87,290,91.5,39,7.1,58,39.2,0.89
7.55,1060,353.9,127.6,53.2,300,103.8,0.75
7.5,230,97.6,10.6,1.9,100,6.7,0.16
7.83,560,30.5,99.3,15,125,25.6,0.1
6.42,680,103.7,113.4,65,175,73.9,0.17
7.73,490,30.5,109.9,16.3,90,66.6,0.1
7.3,1010,61,241.1,92,340,52,0.2
7.4,1302,524.8,134.7,57.6,400,128,0.27
7.6,1562,463.8,170.2,100.8,230,124.1,0.87
7.8,700,250.2,70.9,62.4,205,57,0.32
7.7,900,366.1,106.4,9.6,230,100,0.56
7.8,1240,244.1,248.2,64.5,230,164,0.12
7.7,665,177,109.9,17.8,150,69.5,0.25
7.8,500,225.8,49.6,10,115,72.9,0.32
7.6,820,427.1,24.8,37,325,29,1.33
7.8,840,457.7,28.4,25.8,310,61.6,1.2
7.7,950,390.5,78,52.5,230,116.4,0.4
8,802,414.9,35.5,58.5,200,90.2,1.08
7.9,430,109.8,49.6,14.5,160,16.2,0.2
7.74,500,244.1,17.7,5,150,38.1,0.64
7.65,530,219.7,39,13.8,175,35.2,0.29
7.56,510,183.1,56.7,15,115,48.1,0.26
7.43,890,158.7,131.2,37.5,220,65.2,0.29
7.64,510,274.6,14.2,5,140,50.7,1.32
7.35,1511,390.5,150.2,162,491,82.9,0.33
7.35,1511,390.5,150.2,162,491,82.9,0.33
7.5,1176,414.9,114.9,24.4,326,102,0.89
7.5,1176,414.9,114.9,24.4,326,102,0.89
6.6,372,183.1,20.7,1.9,134,16,0.09
8,505,195.3,38.9,8.9,193,19.7,0.19
8,505,195.3,38.9,8.9,193,19.7,0.19
8,505,195.3,38.9,8.9,193,19.7,0.19
6.9,1245,317.3,125.7,47.1,365,69.8,0.33
7.2,805,219.7,60.8,32.2,202,56.4,0.95
7.4,687,122,67,21,182,38.7,0.14
6.9,110,48.8,9,0.6,40,6.5,0.01
7.6,533,219.7,22.6,15.8,170,30.7,0.15
7.4,225,134.2,3.2,2.8,100,4.1,0.23
7.8,370,122,34.7,7.6,96,26.4,0.11
7,1090,427.1,68.9,21.4,406,45.4,0.39
7.4,257,122,3.5,10.7,93,9.3,0.15
7.7,668,256.3,38.3,13.7,165,48.8,1.48
7.36,1543,561.4,192,31,488,144.9,1.15
7.1,2233,463.8,379,132.2,742,147.1,0.67
7.72,1000,353.9,122.3,36.7,231,70.5,0.3
7.82,620,219.7,45.6,9.2,152,41.1,0.22
8.01,540,244.1,19.1,15.6,175,25.7,0.24
7.44,2120,512.6,375.3,81.6,337,318.4,0.3
7.21,820,341.7,47,52.3,227,59.9,0.17
7.67,670,305.1,38,25.8,248,26.9,0.29
7.67,670,305.1,38,25.8,248,26.9,0.29
7.79,530,268.5,28.1,15.7,158,38.4,0.83
7.97,1233,604,57,9,245,171,0.95
8.09,620,256,57,19,190,60,0.47
7.76,650,305,20,17,230,45,0.4
7.65,575,287,20,17,230,26,0.39
7.83,625,305,30,12,50,123,0.25
8.02,510,195,30,19,190,28,0.79
7.92,765,384,20,11,275,48,0.45
8.1,1612,586,170,29,460,155,0.41
7.44,396,384,52,23,250,79,0.25
7.95,442,171,25,25,130,38,0.74
7.84,687,256,67,19,205,59,0.8
8.05,864,329,72,33,240,83,0.86
7.92,526,128,65,18,155,44,0.39
7.78,1502,368,207,16,223,247,0.57
7.78,630,311,25,5,245,31,0.69
7.36,680,329,22,29,305,16,0.13
7.95,630,336,17,10,125,87,0.54
7.65,645,305,15,16,295,12,0.46
7.68,1480,519,150,29,255,222,0.19
7.58,930,368,90,24,215,113,0.69
7.54,960,374,92,25,280,89,0.71
7.53,865,368,50,20,310,55,0.08
7.89,913,471,17,21,265,95,0.53
7.78,768,368,32,14,280,45,0.37
7.51,1385,284,240,27,420,123,0.29
7.7,865,266,107,26,260,77,0.42
7.75,746,397,22,14,250,62,0.45
7.72,1018,378,85,5,375,57,0.75
7.92,589,116,70,52,4,109,1.36
7.69,1025,458,77,24,410,54,0.1
7.84,509,159,22,32,50,99,0.23
7.42,923,445,45,13,250,98,0.19
7.64,620,226,65,24,195,53,0.25
7.92,900,378,37,15,340,48,0.12
7.57,765,323,52,18,325,27,0.6
7.47,1152,342,172,21,285,139,0.42
7.77,795,348,40,29,135,119,0.75
8.13,1164,445,112,14,275,136,0.34
7.14,1668,397,280,16,410,190,0.39
8.02,1099,354,132,23,340,92,0.8
7.13,1039,464,57,13,170,156,1
7.49,1157,476,105,10,435,70,1.12
8,1191,458,120,23,305,125,1.12
7.79,1307,348,215,21,305,139,0.75
7.76,1190,427,182,21,425,92,0.38
7.7,311,127,12,26,95,29,0.14
7.33,839,390,42,18,330,39,0.21
7.84,812,415,30,14,245,75,0.44
7.76,811,378,37,28,285,58,0.59
7.58,1085,421,120,18,360,86,0.47
7.37,864,372,55,15,350,37,0.38
7.7,936,439,40,19,335,61,0.32
7.52,871,439,22,22,335,46,0.6
7.86,1980,787,152,38,310,315,0.19
7.63,856,390,37,24,270,72,0.52
7.34,900,317,90,25,335,52,null
7.38,805,287,75,17,345,32,null
7.34,1476,348,207,14,420,147,null
7.32,964,342,92,16,320,73,null
7.5,890,489,15,10,290,71,0.1
7.71,958,483,25,26,240,111,0.52
7.84,1001,538,17,19,300,94,0.44
7.26,1100,368,127,19,390,76,0.32
7.3,1696,799,92,29,130,330,0.01
7.74,1660,854,55,29,340,225,0.02
7.88,1224,549,92,12,480,62,0.01
7.87,914,323,80,27,185,115,0.47
7.63,640,272,32,28,270,20,0.24
7.35,1394,435,177,19,375,146,0.59
7.24,1400,354,177,18,495,112,0.56
7.94,788,207,77,27,245,63,0.41
7.57,564,177,52,20,165,51,0.31
7.83,529,207,42,11,185,33,0.28
7.52,2318,464,451,9,861,132,0.46
7.68,1091,116,294,23,183,169,0.83
7.98,686,226,70,28,175,72,0.97
7.94,976,433,55,18,375,48,0.62
7.53,2591,641,512,23,703,268,0.77
7.71,1195,397,120,10,525,34,0.88
7.64,765,366,32,8,315,29,0.67
7.89,1136,500,87,10,390,69,0.42
7.8,795,403,15,21,335,26,0.81
8.02,909,366,90,25,260,99,0.42
7.75,730,250,75,8,310,23,0.21
8.1,854,317,100,19,310,52,0.56
7.96,750,244,97,20,160,93,0.22
7.92,605,317,12,16,235,32,0.89
8.24,686,360,17,14,255,39,0.56
8.12,815,415,30,12,220,84,0.18
7.8,1199,415,145,27,245,167,0.97
7.7,1411,433,205,28,385,148,0.3
7.67,812,329,52,40,290,50,0.52
7.51,985,378,80,24,360,58,0.42
7.52,645,336,17,7,180,65,0.42
7.48,1265,488,152,5,465,76,0.26
7.48,1042,134,272,10,85,195,0.46
7.36,1045,299,152,32,245,135,0.14
7.5,1075,354,137,9,400,63,0.19
7.05,1330,356,205,42,302,165,0.99
7.48,725,308,32,17,335,17,0.43
7.4,2945,924,465,28,790,302,0.46
7.83,911,435,45,18,330,58,0.23
7.62,849,348,40,44,340,41,0.46
7.62,935,451,35,37,370,45,0.46
8.1,278,49,27,45,30,53,0.88
7.62,439,122,52,15,25,81,0.96
7.91,365,128,30,10,130,22,0.33
7.75,642,171,87,20,205,52,0.39
7.72,1100,378,100,35,425,50,0.22
7.72,630,293,15,18,215,42,0.18
7.88,812,336,20,5,300,52,0.78
7.8,642,238,80,21,205,63,0.43
7.9,845,403,35,29,255,75,0.15
7.46,1286,317,132,37,395,108,0.23
7.86,912,311,107,18,385,51,0.4
7.46,759,305,53,22,240,60,0.09
7.29,1720,311,405,25,435,199,0.99
7.74,834,336,62,18,290,59,0.59
8,1200,305,185,21,410,86,0.66
7.83,2011,323,455,29,710,120,0.19
7.51,1945,342,455,19,615,160,1.01
7.9,1325,519,130,18,490,75,0.44
7.7,825,293,87,30,240,77,0.79
7.43,675,220,75,20,275,25,0.14
7.7,861,372,42,29,270,73,0.4
7.78,1302,427,187,17,245,185,0.48
7.91,773,256,57,21,260,56,0.33
7.9,890,360,87,15,275,79,0.5
7.27,184,48.8,21.3,24,60,16.1,0.12
7.54,674,292.9,24.8,48,155,75.9,0.67
7.6,336,91.5,35.5,28.8,125,20.7,0.31
7.38,700,170.8,120.7,18,200,59.2,0.75
7.13,735,280.6,81.7,63.5,265,51,0.66
7.58,1300,390.4,188.2,129.8,345,136,0.23
7.18,655,268.4,114,10,140,96,0.42
7.36,555,189.1,85.2,26.6,140,59,0.27
7.41,2600,518.5,198.8,433.9,430,400.9,0.36
7.4,1660,585.7,198.8,91.8,410,190.1,1.62
7.28,1324,378.3,213,91,520,78.9,0.88
7.46,1088,311.2,156.2,91.8,470,45.9,0.52
7.38,1632,463.7,276.9,52,530,108.6,0.78
7.22,1270,305.1,198.8,76,460,83.2,0.48
7.54,1363,323.4,177.5,164.8,430,117.4,1
7.28,2510,896.8,326.6,92.8,560,306.5,0.77
7.26,1155,298.9,156.2,102,460,53.2,0.97
7.46,1219,183.1,70.9,336,390,98.9,0.32
7.9,1104,414.9,56.7,105.6,310,98.9,1.33
7.04,99,24.4,10.6,5.3,30,6.9,0.72
7.38,2520,195.3,411.2,384,800,190.9,0.64
6.5,155,42.7,17.7,13,45,13.8,0.25
7.45,2530,280.7,638.1,96,550,315.1,1.53
7.6,1220,518.7,60.3,72,390,92,1.32
7.57,577,140.3,56.8,62.6,220,29.7,0.97
7.57,577,140.3,56.8,62.6,220,29.7,0.97
7.6,3300,323.4,433.1,733,1150,181.4,0.66
7.6,3300,323.4,433.1,733,1150,181.4,0.66
7.09,902,353.9,106.5,62.7,270,84.8,0.49
7.09,902,353.9,106.5,62.7,270,84.8,0.49
7.51,589,152.5,63.9,54,230,34.8,0.52
7.51,589,152.5,63.9,54,230,34.8,0.52
7.57,2650,457.6,418.9,221.5,1010,136.5,1.04
7.57,2650,457.6,418.9,221.5,1010,136.5,1.04
7.68,754,195.2,92.3,124.4,320,36,0.58
7.68,754,195.2,92.3,124.4,320,36,0.58
7.76,1282,506.4,113.6,49.1,380,144.5,1.04
7.76,1282,506.4,113.6,49.1,380,144.5,1.04
7.35,583,170.8,56.8,63.2,210,35.9,0.62
7.35,583,170.8,56.8,63.2,210,35.9,0.62
7.3,2900,647,398,125,460,232,0.5
7.21,2910,500,441,135,1100,152,1
7.46,2890,793,356,170,660,285,0.58
7.14,4990,354,1266,92,1340,424,0.92
7.27,1206,378,142,48,490,67,0.83
7.47,1833,720,192,75,490,235,1.48
7.9,1800,603.9,226.9,66,500,166.5,0.97
7.5,1604,329.4,241.1,60,600,62,1.32
7,1552,164.7,198.5,298,750,25.5,0.29
7.5,1542,268.4,170.2,121,320,88,0.44
7.4,2620,414.8,212.7,261,480,244,0.14
7.8,851,219.6,177.3,12,200,97,1.56
7.4,1295,237.9,113.4,174,460,44.9,0.58
7.5,2400,317.2,297.8,242,630,185,1.2
7.3,1465,353.8,184.3,213,650,46.6,0.47
7.4,2240,512.4,226.9,184,530,181.7,0.28
7.7,4044,244,652.3,12,600,163,1.44
7.37,1237,244,234.3,124,590,49.5,1.32
7.35,1127,164.7,191.7,156,300,109.6,0.18
7.13,1624,329.4,248.5,96,375,162.6,0.31
7.07,1504,500.2,205.9,47,360,178,0.97
7.28,1320,311.1,181.1,102.6,390,144.7,0.25
6.4,1755,268.4,426,48,380,216,0.89
7.61,2370,427,433.1,92,500,263.6,0.6
7.31,790,176.9,121,46,330,28,1.11
7.2,1895,433.1,230.8,149.5,460,166.8,0.12
7.34,785,185,142,55,250,74.7,0.89
7.06,1604,500.2,269.8,38,520,123,0.86
7.22,1490,280.6,362.1,27,520,87,1.34
6.9,170,18.3,49.6,7,90,2,0.67
7.26,1205,390.5,191.7,28,370,114.6,0.16
7.7,598,158.6,85.2,43,290,5.4,0.3
7.45,1320,341.7,255.6,88,490,109.6,0.72
7.45,1320,341.7,255.6,88,490,109.6,0.72
7.84,3860,689.4,646.1,347,1260,274.3,0.34
7.84,3860,689.4,646.1,347,1260,274.3,0.34
7.26,1479,457.6,248.5,78,520,140.3,1.17
7.26,1479,457.6,248.5,78,520,140.3,1.17
7.25,696,195.2,85.2,55,280,27.1,0.61
7.74,1097,451,121,43,310,109,1.01
7.48,1250,390,128,118,560,53,0.86
7.64,1022,415,85,77,250,124,1.53
7.72,1926,586,284,155,380,261,0.56
7.84,1383,549,100,70,440,146,1.36
7.45,1516,512,228,10,600,72,0.19
7.4,1555,359.9,198.5,65,700,11.7,1.16
7.6,3340,414.8,609.7,132,560,310.9,1.32
7.4,4180,134.2,1031.6,224,920,323,1.77
7.35,1172,390,164,51,290,90,0.51
7.81,858,451,60,24,120,148,0.4
7.84,6930,671,1742,336,640,1142,0.9
7.72,2500,457.6,397.6,246,650,239.2,1.38
7.8,1594,353.9,177.5,144,340,166.4,0.98
7.6,1970,512.5,276.9,80,650,108.4,1.32
7.02,7830,549.1,2279.1,225,1420,1131.5,0.91
7.46,1171,403,171,101,260,172,1.62
6.75,790,207,100,49,95,130,0.76
7.76,1165,415,164,38,300,144,0.92
7.62,1653,439.3,319.5,53.5,370,154.9,0.29
7.44,1587,390.5,298.2,62.4,500,99.6,0.53
7.65,1352,384.4,227.2,53.5,390,87.6,0.52
7.56,1595,298.9,411.8,68.5,460,198.8,0.71
7.7,950,433,32,54,405,55,2.64
7.67,1886,671,178,100,430,301,2.36
7.6,1650,317,284,43,610,92,0.96
7.39,1545,464,228,50,520,97,0.7
7.39,1713,488,220,110,560,116,0.47
7.84,1263,464,121,125,460,99,0.93
7.52,1085,305,134.9,30.4,340,84.1,0.52
7.63,870,390.4,49.7,12,290,55.9,0.96
7.48,1440,427,120.7,144,180,220,0.48
7.5,1150,378.2,113.6,152,310,129.5,0.06
7.65,1710,536.8,241.4,56,480,145,1.26
7.53,1235,451.4,106.5,27,320,96,0.48
7.38,1875,414.8,312.4,96,500,170,0.18
7.4,2300,597.8,326.6,92,390,310.2,0.06
7.1,804,244,113.4,61,330,32.2,0.25
7.1,1680,359.9,333.2,72,820,57,0.65
7.4,690,85.4,184.3,52,340,20,0.52
7.3,1137,170.8,163.1,78,280,72.4,0.31
7.16,2280,524.6,290.7,34,470,200.1,0.99
7.2,1440,353.8,205.6,102,400,113.4,0.52
7,1562,329.4,283.6,46,640,64,1.33
7.3,1521,573.4,156,75,590,76,0.64
7,1676,378.2,290.7,61,610,68.2,1.54
7.36,1650,567.4,220.1,88.6,500,140.9,1.6
7.29,1946,506.4,241.4,192.1,480,211,0.77
7.39,1850,536.9,262.7,209.5,420,244.3,1.56
7.47,670,122,99.4,90,400,26.6,0.81
7.24,1125,268.4,35.5,201,220,110.3,0.6
7.46,630,207.4,92.3,32,240,46,0.18
7.64,1075,366.1,142,70.4,300,110.8,0.07
7.69,930,347.8,120.7,66.7,290,99.1,1.23
7.35,1655,421,269.8,129.4,480,139.1,0.62
7.47,1827,451.5,333.7,122.4,510,165.3,0.2
7.49,1520,341.7,262.7,77.9,280,133.9,0.15
7.49,1534,317.3,134.9,77.1,630,54.9,1.44
7.55,948,317.3,163.3,24.9,320,74.7,0.61
7.63,2500,536.9,497,36.4,700,203.4,1.21
7.39,2620,597.9,355,146.2,470,250.4,0.57
7.6,779,256.2,134.9,42,310,47.7,0.36
7.62,1236,427.1,149.1,98,300,124.5,0.81
7.53,2490,677.2,397.6,103.6,580,139.6,0.02
7.55,1159,268.4,262.7,52.9,430,80.3,0.62
7.36,1059,311.2,149.1,98,360,90.4,0.46
7.4,1308,164.7,212.7,87,375,95,0.43
7.6,888,475.8,85.1,28,420,72.7,0.91
7.4,1100,378.3,67.4,100.8,430,48.3,0.95
7.4,3059,366.1,602.7,288,500,460,1.14
7,1312,207.5,212.7,144,550,34.5,0.28
7.6,1876,402.7,283.6,144,330,276,1.06
7.4,1855,317.3,290.7,168,500,184,0.52
7.4,2016,305.1,428.9,120,460,248.4,1.06
7.1,1895,341.6,340.3,106,460,166.7,0.96
7.3,1056,414.8,21.3,55,260,80,1.84
7,2060,378.2,375.8,17,530,150,0.53
7.2,1749,512.4,156,88,450,184,1.06
7.3,1644,451.4,170.2,79,360,190.3,1.25
7.9,1315,518.7,120.5,61.6,465,88.3,0.53
7.55,1513,292.9,191.4,187.4,510,96.4,0.18
8.02,950.8,378.3,60.3,53.1,250,104.6,0.54
8.11,868.7,366.1,53.2,46.6,280,72.7,0.6
7.53,1965,299,301.3,159.6,760,89,0.39
7.83,1386,353.9,195,109,460,98.9,0.35
7.56,1270,256.3,173.7,157.8,460,69.6,0.45
7.5,1238,250.2,152.4,79.4,475,61.3,0.26
7.53,1642,207.5,216.2,300.4,535,119.8,0.38
7.77,972.8,384.4,74.4,58.8,265,101.3,0.82
7.56,3403,628.5,542.4,299.4,1070,309.2,0.74
7.59,1268,537,106.4,54.9,520,49.8,0.75
7.64,2305,518.7,244.6,71.4,775,118.2,0.45
7.62,1183,396.6,85.1,71.1,450,58.9,0.43
7.82,1684,476,237.5,84.4,425,147.2,0.37
7.76,1042,238,109.9,66.8,350,51.8,0.53
7.78,1168,353.9,120.5,75,460,61.8,0.51
7.83,1249,305.1,170.2,59.9,350,102.3,0.55
8,1233,610.2,78,16.5,445,83.5,0.27
7.59,1020,183.1,198.5,48,450,33.3,0.27
7.39,1510,335.6,216.2,85.1,525,86.4,0.53
7.97,1780,628.5,138.3,78.4,460,200.8,1.24
7.89,1457,555.3,124.1,47,490,95.9,0.56
7.45,1633,335.6,187.9,170.1,545,98.6,0.34
7.65,999,183.1,141.8,81.3,395,35.5,0.55
7.74,1885,341.7,244.6,249,530,156.4,1.22
8.2,1006,500.4,24.8,29.4,125,165.7,1.57
7.51,1001,244.1,138.3,66.8,360,53,0.61
7.67,637.7,231.9,49.6,51.8,195,48.3,0.71
7.6,627,183.1,63.8,31.9,265,21.6,0.96
7.55,1658,427.1,237.5,70,485,105.3,0.42
7.66,2015,598,265.9,75.5,680,97.8,0.15
7.7,2066,720,234,70,650,129.6,0.35
7.79,2336,567.5,265.9,168.1,750,152.1,0.43
7.47,923.8,366.1,67.4,49.8,260,77.8,0.86
7.59,938.5,262.4,99.3,63.2,170,64.7,1.22
7.71,851.1,408.8,28.4,24.1,250,74.6,2.38
7.72,731.5,329.5,49.6,37.1,275,36.4,0.65
7.74,1098,445.4,99.3,40,350,94.4,4.68
7.52,2793,427.1,638.1,86.9,915,178.4,0.65
7.65,847.2,231.9,78,55.9,305,53.9,0.8
7.58,883.4,305.1,102.8,37.1,360,29.6,0.83
7.7,873.8,414.9,46.1,27.6,315,51.7,1.1
7.43,898.5,366.1,53.2,33.5,325,56.9,1.2
7.67,1034,329.5,92.2,55.6,385,54.8,0.82
7.65,559.9,195.3,60.3,29.3,200,27.5,0.78
7.82,1310,366.1,191.4,66.3,240,73.2,0.6
7.63,729.2,262.4,85.1,20,245,48,1.03
7.62,1093,305.1,131.2,51,385,68.8,1.17
7.54,558.2,219.7,46.1,25.1,205,28.6,0.76
8.06,632.8,195.3,67.4,27.2,75,109.5,0.6
7.79,810.3,250.2,106.4,17.7,280,53.7,1.29
7.79,1088,445.4,85.1,21.3,185,158,0.72
7.93,2330,414.9,418.3,112.8,625,220.7,0.78
7.8,947,274.6,46.1,125.2,215,111.9,1.34
7.19,1674,482.1,145.3,61.9,620,71.1,0.35
7.44,1869,378.3,347.4,80.1,505,174.6,0.69
7.48,1423,335.6,187.9,79.7,525,58.8,0.61
7.84,1225,408.8,148.9,20.6,425,89.3,0.46
7.57,1946,469.9,301.3,54.1,705,89.9,0.28
7.67,919.9,353.9,74.4,47.9,325,55.2,0.37
7.8,2085,579.7,241.1,80.6,510,178.3,0.54
7.59,1920,329.5,304.9,64.8,525,134.3,0.77
7.91,1681,616.3,138.3,50.9,290,224,0.27
7.7,1255,402.7,148.9,52,420,82.2,0.46
7.68,2529,500.4,308.4,300.1,560,245,0.38
7.74,1113,329.5,109.9,70.3,380,57.9,0.66
7.61,1118,292.9,131.2,56.4,420,44.7,0.47
7.42,1374,341.7,180.8,76.8,540,67.9,0.39
7.6,895.4,341.7,53.2,36.4,330,49.5,0.48
7.83,1055,280.7,67.4,120.1,450,36.2,0.5
7.71,997.2,335.6,106.4,51.6,245,109.5,0.77
7.48,959.1,305.1,67.4,60.3,335,53,0.65
7.53,1410,335.6,173.7,68.2,390,97.9,0.6
7.82,1204,292.9,141.8,64.6,500,32,0.53
7.54,1006,323.4,117,63.2,310,88.3,0.23
7.49,1082,195.3,120.5,64,290,55.7,0.23
7.97,1033,250.2,124.1,57.7,265,71.1,0.44
7.85,1092,366.1,106.4,53.4,350,72.6,0.56
7.28,1508,396.6,173.7,79.3,485,91.2,0.47
7.28,1396,408.8,145.3,72.9,450,94.1,0.49
7.82,1119,390.5,81.5,78.9,335,83.3,0.78
