pH,EC (µS/cm),HCO3,Cl (mg/L),SO4,Total Hardness,Na (mg/L),F
8.04,1258,207,92,310,420,99,0.4
8.16,1619,573,99,133,170,290,1.7
7.94,1090,146,113,92,310,98,0.48
7.39,2976,329,709,206,620,398,null
7.96,1291,329,241,24,140,240,0.82
7.62,1062,427,78,55,310,105,0.72
7.58,1372,549,128,34,285,185,0.17
7.96,849,464,28,16,340,42,null
8.05,1665,415,326,35,125,346,1.2
7.79,895,476,21,43,230,120,1.2
7.99,2125,439,383,136,260,385,0.94
8.01,897,451,21,43,120,162,1.1
7.76,1042,537,21,44,150,158,1
7.65,748,403,21,28,170,109,0.32
7.54,1083,476,78,44,220,160,0.58
7.81,1026,390,78,26,400,48,0.47
7.49,1630,549,191,30,650,74,0.57
7.72,896,439,28,31,290,69,0.67
7.71,697,342,28,10,310,16,0.68
7.54,1371,281,192,96,500,76,0.23
7.81,1015,366,99,32,390,50,1.49
8.05,825,464,14,7,260,70,0.63
7.86,1157,598,36,11,220,157,0.78
8.01,957,464,43,15,230,108,0.44
7.92,2071,720,135,229,330,323,0.65
7.98,2304,683,220,156,240,405,1.08
7.96,1494,659,57,46,370,170,0.84
7.65,3012,451,341,378,460,475,0.27
7.92,1180,549,43,12,250,149,1.07
8.07,784,439,7,6,250,60,0.62
7.71,480,268,7,24,210,18,1.1
7.88,898,500,21,40,230,120,1.3
7.89,1133,488,57,47,450,78,0.72
7.74,755,439,21,15,185,102,1
7.53,1425,500,113,50,260,223,null
7.89,699,281,36,28,300,18,0.33
7.86,9128,756,1772,1300,1800,1160,0.5
7.77,931,342,113,38,260,98,0.3
8.03,1891,586,128,105,290,193,0.54
8.05,2403,720,227,156,400,291,0.86
7.8,1760,561,234,75,850,33,0.78
7.84,972,464,35,14,340,62,0.23
7.83,1185,378,99,31,430,61,0.49
7.57,838,293,92,28,340,35,0.27
8.09,1354,561,99,33,400,120,0.66
7.91,964,488,28,10,250,102,0.25
8.07,723,390,28,11,310,35,0.55
8,792,390,28,21,310,37,0.55
7.84,699,366,14,15,280,31,1
7.94,1775,378,255,156,580,128,0.8
7.9,694,378,7,9,280,28,0.4
7.95,849,476,28,17,300,74,0.73
8,794,403,21,20,310,38,0.9
7.64,1232,390,121,80,460,89,0.29
8.04,671,390,14,13,220,64,0.6
7.79,830,305,85,43,320,57,0.57
7.78,1590,159,312,135,490,124,1.24
8.19,1372,378,99,165,190,220,2.31
8.14,981,403,64,28,390,44,0.55
7.74,2390,403,411,200,700,240,0.38
8.14,1201,549,50,18,400,85,1.92
7.94,625,268,28,18,200,50,1.52
7.65,2110,134,454,170,820,104,0.28
7.99,462,183,28,20,130,41,2.61
8.16,743,354,43,15,220,73,1.64
7.94,622,195,71,35,270,23,0.57
8.03,520,195,28,18,190,23,0.48
8.04,804,415,21,11,170,105,2.41
7.84,1254,220,149,110,430,76,1.23
7.93,862,354,64,13,260,71,0.92
8.2,1354,695,43,8,390,120,1.45
8.18,964,439,64,27,270,105,0.79
8.14,899,464,35,8,190,125,2.09
8.02,1413,537,103,47,440,115,1.76
7.75,2000,403,383,31,680,165,0.36
7.95,946,427,64,18,160,146,2.28
7.87,1852,378,291,115,540,152,1.28
7.92,938,403,57,26,250,96,1.65
7.74,910,268,113,40,380,42,1.16
7.64,699,329,21,13,230,50,0.35
7.89,1265,427,121,36,400,97,1.19
7.89,696,220,78,18,250,46,0.93
7.69,1042,329,99,38,290,101,2
7.97,1624,512,191,55,450,170,0.18
8.2,727,390,21,5,240,60,1.21
7.86,633,342,28,17,200,63,0.69
7.82,775,378,28,36,270,70,0.71
7.83,741,268,78,30,295,35,0.91
7.99,893,451,57,31,320,77,0.78
7.99,828,488,14,25,290,74,1
7.77,885,476,35,29,280,94,0.95
8.07,1080,427,106,34,270,138,0.35
7.65,866,451,28,36,330,66,0.6
7.88,1131,537,92,33,470,68,0.73
7.8,898,561,14,9,270,92,0.45
7.99,1248,476,113,39,560,53,0.36
8.04,698,415,14,10,320,29,0.14
9.06,885,476,35,18,290,90,1.1
7.96,1355,256,178,105,460,87,0.8
7.91,890,482,36,32,205,116,0.86
8.15,584,329,21,5,220,27,0.85
7.67,1437,220,128,100,510,93,0.52
7.54,2245,500,255,45,1010,71,0.28
8.19,1149,659,21,30,210,190,3
8.14,910,427,64,37,330,73,1.68
7.64,744,232,78,32,260,46,0.16
7.49,599,244,28,22,240,26,1.08
7.82,787,317,43,29,340,20,0.97
7.55,915,232,99,63,430,31,0.46
7.54,999,220,142,66,400,47,0.92
7.82,571,305,21,7,220,43,0.59
7.8,695,366,27,8,260,49,0.93
7.95,1131,317,135,35,400,66,0.41
7.56,1113,232,135,74,430,65,0.2
7.93,766,256,64,52,370,7,1
7.84,1264,439,128,18,410,112,1.45
7.8,695,366,28,10,140,110,1.41
7.94,694,342,21,10,250,43,1.61
7.94,500,244,14,7,190,27,1.36
8.04,528,256,14,8,170,45,1.53
7.57,1100,207,191,53,420,57,0.76
7.87,790,268,106,12,310,45,0.52
7.76,652,317,21,6,240,39,1.12
7.42,1047,195,156,55,380,49,0.38
7.39,498,207,43,23,210,29,1.2
7.76,651,366,21,16,270,36,0.38
7.55,1205,500,71,50,459,44,0.55
7.92,1450,439,220,30,450,124,1.41
7.88,888,439,21,8,300,59,0.62
7.41,1780,439,256,112,410,216,1.07
7.41,2000,378,327,96,560,184,0.88
7.94,1022,464,43,29,340,73,1.29
7.54,720,342,36,15,230,59,0.98
7.57,1001,415,64,40,370,56,0.75
8.15,957,500,21,22,110,168,1.54
7.42,1510,366,149,92,480,121,0.55
7.62,1288,293,170,81,410,105,0.67
7.76,1204,525,92,18,280,147,1.39
8.06,1240,476,107,38,300,140,1.49
7.62,1094,512,57,28,350,89,1.23
7.77,1249,415,149,39,360,112,1.69
7.64,1024,390,50,83,320,83,0.88
7.94,897,378,28,24,310,60,1.41
7.74,878,390,50,39,240,90,0.75
8.04,738,390,21,7,250,54,1.04
7.61,1501,451,178,96,430,144,0.94
8.66,858,293,107,39,295,72,0.57
7.98,2977,561,355,431,450,459,0.63
8.01,5541,378,886,571,1040,545,0.28
8.12,6621,512,794,1200,1470,620,0.92
8.2,4805,317,610,1200,940,700,0.78
8.25,4677,647,1028,394,560,825,2.1
7.96,4581,464,858,500,780,700,0.38
8.05,7425,390,1354,1300,1800,920,0.83
7.81,841,464,14,8,290,56,0.38
7.77,1027,512,50,11,440,32,0.66
7.82,973,415,71,64,360,77,0.72
7.76,875,342,71,47,320,62,0.41
7.93,528,268,7,32,230,14,1
8.05,729,439,7,11,265,59,0.51
7.98,805,403,35,38,320,53,0.37
7.77,627,268,50,32,175,66,0.31
7.71,726,244,35,75,300,43,0.21
7.95,1017,464,43,48,340,85,0.89
8.09,595,317,21,24,200,56,0.59
7.88,637,329,28,28,240,47,0.3
7.64,1015,366,85,44,265,106,0.27
7.61,1217,464,106,19,290,167,0.29
7.72,720,281,64,42,230,73,0.17
7.88,731,305,43,42,240,64,0.46
7.64,965,586,14,19,270,117,0.71
7.86,1435,427,156,59,508,99,0.9
7.64,725,427,7,16,320,27,0.71
8.04,964,390,78,40,360,68,0.5
7.97,1586,647,92,61,280,226,0.9
7.74,839,378,71,10,290,68,0.5
7.69,597,329,21,10,210,54,0.7
7.75,1102,415,135,24,170,186,0.9
7.9,780,329,78,23,280,65,1
7.86,854,512,14,8,250,100,0.8
7.75,622,342,21,10,130,96,0.39
7.67,721,415,7,17,300,31,null
8.17,765,403,35,21,200,96,0.62
8.07,627,342,14,18,240,39,0.93
7.94,551,317,21,6,210,39,0.39
7.94,879,525,14,5,350,53,0.69
8.16,800,427,35,19,190,108,1.68
7.91,801,439,35,13,320,55,0.6
8.16,799,366,57,13,370,23,0.67
8.08,1129,525,78,37,200,190,1.4
7.97,1690,586,135,145,340,240,0.6
7.98,594,329,7,22,310,6,0.78
8.13,947,427,64,40,110,176,2.85
7.91,1316,451,135,55,540,81,0.63
8.03,1689,659,170,53,540,135,1.51
8.01,1051,500,36,39,340,77,0.81
7.82,792,427,14,11,370,9,0.7
8.09,525,281,7,11,190,30,0.72
7.6,1264,561,92,23,380,109,0.87
7.82,1671,366,206,156,580,103,0.34
7.93,750,329,57,31,320,40,0.79
8.1,443,244,7,12,190,18,0.2
7.6,1085,415,85,53,345,98,0.45
7.9,1300,366,92,157,400,91,0.3
7.99,769,366,21,33,220,68,1.09
7.92,1712,817,7,70,570,120,0.83
7.97,740,366,28,25,290,42,1
8,901,317,85,41,300,64,0.91
7.94,878,500,14,36,360,52,1.05
7.66,685,403,14,6,265,46,0.36
7.69,1025,342,121,43,400,62,0.3
7.7,1041,366,85,43,390,41,0.64
7.91,658,354,21,27,320,15,0.91
7.73,770,427,21,18,360,28,null
7.74,1135,537,64,36,490,59,0.16
7.84,425,207,14,22,110,54,1.95
7.77,726,366,28,38,170,108,1.9
7.57,650,378,14,13,305,22,0.56
7.9,854,354,85,27,330,52,0.68
7.78,590,293,28,27,150,81,1.16
7.85,824,403,43,34,170,123,1.44
7.84,548,281,14,16,170,54,0.38
7.93,945,354,57,61,370,45,0.9
7.82,502,293,14,7,170,47,1.5
7.61,229,73,28,6,90,14,null
7.87,596,268,14,39,260,13,0.53
7.82,578,305,11,14,195,34,0.35
7.53,1051,500,57,36,360,70,0.36
7.75,1051,329,114,42,430,31,0.85
7.9,920,378,57,54,300,69,0.64
8,1465,610,92,54,460,105,0.65
7.82,1328,378,156,106,460,86,0.8
7.84,1035,378,92,35,400,47,0.6
8.17,1464,329,270,84,320,210,0.73
8.21,654,378,21,17,240,57,0.8
8.03,893,293,106,29,250,89,0.2
7.87,868,464,28,13,320,51,0.38
7.62,701,329,36,22,320,11,0.36
8.05,636,317,7,35,230,37,0.54
8.08,946,366,36,108,320,64,0.89
7.93,967,439,50,46,285,87,0.86
7.93,967,439,50,46,285,87,0.86
7.84,673,305,14,74,290,23,0.35
7.94,630,366,14,22,280,26,0.5
8.06,822,464,21,18,270,80,1.2
7.88,732,427,28,12,280,53,0.74
7.98,1262,512,35,123,360,118,0.76
7.7,625,378,14,10,220,50,0.68
7.79,619,354,7,6,270,16,0.55
7.7,2256,708,199,225,640,225,0.39
7.84,720,403,7,9,280,32,0.6
7.68,1081,525,85,19,390,90,0.48
7.95,713,366,28,47,280,43,0.76
7.54,764,403,14,17,290,36,0.35
7.8,757,403,21,9,280,42,0.56
8.03,1343,866,14,5,100,290,1.2
7.81,813,500,14,9,170,128,0.79
7.84,730,390,21,13,190,79,0.41
8.02,1012,512,36,23,250,113,0.61
7.87,800,415,28,12,240,73,0.53
7.91,646,348,14,9,255,35,0.63
7.93,591,354,11,20,260,24,0.27
7.96,582,311,7,18,235,26,0.63
8.22,430,201,11,20,160,23,0.35
7.71,796,500,14,5,270,74,0.29
7.6,863,451,35,52,420,22,0.23
7.98,614,232,14,82,300,16,0.42
7.8,740,390,43,13,330,28,0.4
7.82,684,256,64,30,270,25,0.36
8.22,524,183,14,72,230,10,0.2
8.06,510,268,7,21,180,29,0.5
8.04,1136,476,64,43,180,151,0.43
8.17,598,342,14,8,210,38,0.58
8.29,783,378,21,42,180,91,0.73
8.08,642,293,28,40,240,45,0.93
7.87,564,281,7,31,250,13,0.6
7.82,889,317,85,25,310,52,0.25
7.72,1102,329,142,51,280,114,null
8.33,875,415,50,33,325,67,1.21
8.06,870,458,50,28,245,91,0.43
8.26,1013,500,43,44,270,127,1.16
7.95,684,354,28,23,220,70,0.76
8.03,464,268,7,19,220,15,0.43
7.78,789,439,14,41,280,67,0.26
7.96,939,549,14,25,300,97,0.98
7.91,597,329,14,8,240,24,0.98
8.12,485,256,28,10,180,36,0.36
7.8,980,372,124,23,380,41,0.37
8.26,1833,500,284,117,470,219,0.67
8.2,645,366,21,8,210,64,0.66
7.97,829,451,21,15,280,60,0.77
8.12,1180,622,14,49,230,160,1.14
8.28,779,390,14,31,220,76,0.79
7.97,4416,390,362,1350,610,760,0.46
7.88,940,549,14,39,170,158,1.2
7.99,438,244,7,27,190,19,1
7.87,962,415,78,47,300,86,0.81
7.86,1586,732,121,20,390,184,3.15
7.91,1290,659,57,14,210,196,1.4
7.83,1684,390,326,45,480,164,0.92
7.72,794,366,50,15,280,52,0.6
7.89,981,537,21,10,310,82,0.36
7.91,1184,531,71,48,260,151,0.79
8.06,457,195,14,38,190,9,0.13
8.18,1242,342,128,152,210,181,0.62
8.14,419,207,14,14,160,20,0.36
7.95,3725,488,610,402,740,436,1
7.92,766,390,28,8,350,14,0.46
8.17,594,281,28,16,270,11,1.45
7.94,502,244,14,19,230,8,0.52
8.09,827,500,14,22,220,104,0.77
8.25,1220,476,113,34,330,118,1.5
7.96,628,305,28,14,210,43,0.5
8.05,1725,659,149,94,430,193,0.9
7.96,600,342,7,11,230,29,0.54
7.6,498,305,14,11,250,19,0.49
7.97,1000,512,28,24,220,116,1.88
7.95,864,415,50,5,230,91,0.7
7.78,580,354,7,7,230,39,0.69
7.75,488,268,21,15,160,44,0.46
7.92,562,354,7,9,180,59,1.1
7.72,772,488,7,10,250,77,0.59
8.04,546,293,14,31,190,45,0.58
7.88,745,378,43,31,200,100,0.55
7.68,495,268,7,50,250,10,0.57
8.12,1623,744,85,138,340,257,0.96
7.95,920,500,35,26,280,104,0.46
7.89,812,500,14,5,290,71,0.41
7.87,818,476,21,28,200,112,0.94
7.91,937,549,43,32,360,62,0.71
7.92,702,427,14,8,290,43,0.57
7.97,1337,598,128,34,651,27,0.42
8.2,480,238,14,19,150,33,0.5
8.12,563,281,21,27,250,22,0.42
8.14,672,317,28,26,250,36,0.59
8.07,624,317,28,8,290,7,0.62
7.99,645,378,14,19,260,42,1.01
7.92,710,390,14,23,275,49,0.64
8.05,675,372,21,25,210,67,1.64
7.96,604,342,14,9,252,30,0.54
8.04,892,427,50,35,295,86,0.46
7.92,646,378,14,11,225,58,0.42
7.63,956,390,99,10,330,66,0.54
7.64,1228,500,135,7,340,123,1.5
7.89,3157,305,270,877,930,241,0.45
8.37,694,378,21,16,220,73,1.15
8.25,841,403,43,47,260,77,1.19
7.95,677,281,57,34,220,49,0.14
7.61,687,378,21,33,225,67,null
7.52,763,390,35,41,195,101,0.2
7.78,538,293,7,33,185,48,0.22
8.14,443,244,7,25,210,8,0.66
7.55,505,281,7,33,240,15,0.42
7.74,728,390,28,32,250,68,1.1
7.87,754,415,14,9,250,55,1.3
7.94,351,195,14,5,160,10,0.56
8.09,698,317,57,23,180,89,0.86
7.92,488,293,7,13,210,17,0.89
7.6,745,305,71,34,290,45,0.49
7.62,400,195,14,20,160,13,0.29
7.88,398,232,7,12,170,21,0.99
8.12,881,512,28,10,250,99,1.6
8.02,683,378,28,22,310,29,1.42
7.99,729,439,21,5,250,64,0.88
7.93,625,366,14,5,260,30,0.42
8.03,1018,488,71,51,290,115,0.87
8.12,1829,610,43,312,180,307,0.31
7.94,1533,512,213,82,320,230,1.56
7.97,992,543,21,14,180,141,0.96
8.14,1022,488,50,28,290,98,1.19
7.99,796,268,99,28,380,6,1
8.12,581,305,14,41,260,23,0.28
7.92,800,329,85,43,310,46,0.81
7.97,632,317,28,7,260,24,0.45
7.94,518,268,14,7,220,13,0.25
7.94,930,293,85,81,290,80,0.18
8.05,632,311,11,23,260,21,0.15
7.75,708,403,28,5,300,38,0.26
7.73,570,354,7,11,260,21,0.88
7.89,751,439,14,14,350,28,0.62
7.81,840,500,14,24,330,59,0.76
7.79,782,397,57,20,315,45,0.17
7.91,782,409,28,26,295,56,0.34
7.95,601,348,14,17,255,33,0.13
7.95,619,354,14,13,260,31,0.31
8.13,732,415,7,8,290,30,0.44
7.99,599,317,21,7,240,26,0.56
7.8,917,488,21,22,310,66,0.36
8.12,499,281,7,9,210,17,0.33
8.01,561,293,14,12,240,16,0.75
7.79,801,403,14,37,300,43,0.72
8.02,428,232,11,23,195,11,1.12
7.88,793,476,14,10,295,63,0.56
7.81,883,403,53,68,270,99,0.68
7.69,768,458,28,7,315,37,0.7
7.82,3230,543,383,680,485,566,0.9
7.8,495,281,21,8,210,20,0.27
7.63,828,464,36,24,270,77,0.28
7.81,565,305,21,12,234,31,0.39
7.67,2254,732,199,346,423,346,0.53
7.78,835,500,21,9,265,76,0.59
7.66,980,537,28,36,230,119,1.21
8,887,439,28,30,310,58,1
8.03,683,403,21,9,200,80,0.59
7.85,840,366,50,39,300,51,0.95
7.7,450,189,25,33,130,45,0.92
7.88,398,189,25,17,155,23,0.85
7.72,609,329,14,18,205,44,0.88
7.47,1250,342,138,43,445,61,0.74
7.8,214,85,18,11,65,16,0.52
8.24,363,183,14,6,165,11,0.8
7.77,845,336,78,21,305,55,0.3
7.55,513,281,14,11,230,13,0.24
7.31,180,104,4,3,85,3,null
7.54,395,214,18,11,160,14,0.09
6.68,296,104,32,7,100,20,null
7.92,450,195,28,13,170,22,0.1
8.03,606,342,28,23,260,23,0.48
7.9,1218,433,89,42,535,33,0.65
7.7,1539,476,227,12,485,64,0.45
7.5,1990,451,209,264,655,132,1.41
8.05,749,293,53,55,235,60,0.76
7.64,986,439,64,28,395,37,0.13
7.62,459,159,64,9,150,37,0.3
7.48,944,256,131,40,425,15,0.56
7.91,756,287,75,13,305,26,0.89
8.26,399,128,43,2,105,29,0.13
7.77,188,98,7,4,30,28,1.38
7.88,1052,547,18,101,225,147,0.31
8.07,553,128,82,9,185,41,0.16
7.3,1103,366,163,26,480,35,0.5
8.12,1199,342,174,59,155,192,0.47
7.78,1183,336,174,54,450,59,0.52
7.94,620,256,53,12,275,14,0.5
7.27,388,134,60,5,150,21,0.16
7.82,1138,421,121,30,395,91,0.1
7.55,209,79,25,7,80,10,0.76
7.77,845,336,78,21,305,55,0.3
8.12,1374,403,135,105,605,28,0.29
7.82,372,159,21,40,130,34,0.82
7.62,885,311,89,32,300,41,0.2
7.37,938,214,160,12,300,61,0.2
7.88,1494,464,43,272,410,137,0.24
7.74,2190,531,238,214,895,78,0.29
7.69,2390,652,207,246,705,167,0.21
7.7,1111,378,138,43,415,77,0.41
8.13,467,220,28,1,210,12,0.02
7.89,706,305,57,16,275,38,0.88
7.85,994,293,135,38,395,49,0.09
7.87,767,311,57,25,285,42,0.1
7.82,1138,421,121,30,395,91,0.1
7.74,1188,482,110,42,320,92,0.1
7.87,769,256,103,20,235,43,0.31
7.7,450,189,25,33,130,45,0.92
7.5,270,110,25,8,100,18,0.05
7.83,842,390,64,33,295,53,0.21
7.85,626,232,85,17,275,23,null
7.67,1166,427,110,28,330,82,0.1
7.85,958,397,71,54,375,68,0.35
7.95,663,311,39,14,265,29,0.42
7.65,913,336,99,13,265,70,0.76
7.51,258,79,25,10,90,11,0.12
7.49,123,43,7,2,45,6,0.34
7.84,961,311,146,8,400,38,1.23
7.54,890,281,128,13,340,42,0.98
7.27,388,134,60,5,150,21,0.16
7.7,2230,598,302,161,475,316,0.85
8.25,419,238,14,3,165,21,0.17
7.77,498,238,25,2,200,20,0.5
7.4,1342,329,238,33,405,92,0.65
7.3,1438,360,263,19,550,58,0.92
7.55,1232,378,146,21,410,80,0.52
8.09,828,287,103,11,355,30,0.16
7.35,1556,342,280,46,515,102,0.29
7.48,940,342,114,15,395,45,0.31
7.62,1284,561,67,73,400,99,0.8
7.32,1157,305,167,38,380,77,0.35
7.74,685,214,92,9,220,54,0.88
8.05,459,275,14,2,215,9,0.76
7.75,1185,390,178,19,395,97,0.26
8.09,828,287,103,11,355,30,0.16
7.28,613,177,89,null,250,25,0.89
7.47,425,153,57,null,170,20,0.15
7.47,425,153,57,null,170,20,0.15
7.69,647,195,85,8,260,26,0.76
7.69,647,195,85,8,260,26,0.76
7.68,798,214,142,19,290,47,0.54
7.44,409,159,50,6,140,24,0.16
7.38,590,207,64,10,225,30,0.13
7.84,1903,433,401,4,840,63,1.3
7.54,2430,598,462,26,985,103,0.29
7.72,222,24,50,1,65,21,1.38
7.65,1680,458,277,42,485,159,0.31
7.79,657,293,43,54,245,46,1.38
7.44,250,73,11,51,65,22,1.41
7.96,76,31,7,2,10,3,0.09
7.7,679,207,110,1,200,62,4.3
7.91,524,226,14,54,235,8,0.72
7.36,625,262,43,59,245,33,0.3
7.87,2000,647,243,14,645,100,1.23
7.54,1396,439,227,52,435,115,1.07
7.2,463,146,71,8,135,37,1.41
7.35,5120,670,651,766,1800,306,0.38
7.39,1397,458,110,112,440,96,0.78
7.77,395,159,25,13,100,36,0.89
7.3,958,281,135,9,410,28,0.85
7.3,958,281,135,9,410,28,0.85
7.93,948,262,156,31,430,24,0.29
7.5,344,116,21,52,100,27,2.48
7.5,344,116,21,52,100,27,2.48
8.03,579,262,43,11,180,52,0.39
8.03,579,262,43,11,180,52,0.39
7.88,1052,547,18,101,225,147,0.31
7.45,1230,464,128,null,605,14,1.1
7.93,948,262,156,31,430,24,0.29
7.86,853,281,103,44,385,19,0.45
7.77,395,159,25,13,100,36,0.89
7.74,563,250,25,53,210,30,0.45
7.64,986,439,64,28,395,37,0.13
7.62,670,195,92,27,215,50,0.62
7.81,1178,275,206,51,185,154,0.17
7.62,1213,275,231,87,430,87,0.65
7.37,980,342,121,68,420,43,0.33
7.6,675,262,71,18,310,25,0.22
7.74,702,238,89,18,315,25,0.18
7.7,500,140,48,86,175,41,0.56
7.83,1281,323,146,32,355,71,0.09
7.96,76,31,7,2,10,3,0.09
7.84,754,384,32,13,290,45,1
7.79,823,299,103,14,235,82,1.27
7.66,120,31,21,1,15,13,0.07
7.88,1052,547,18,101,225,147,0.31
7.56,1818,293,231,333,765,75,0.33
8.07,862,342,64,20,345,32,0.3
8.05,996,488,67,56,305,104,0.82
7.44,408,220,11,5,205,5,null
7.6,1028,299,92,156,440,26,0.35
7.92,657,275,28,41,285,12,0.1
7.85,650,323,25,43,235,40,0.02
8.12,530,262,25,9,225,29,0.1
7.67,938,397,96,47,340,88,0.1
7.58,687,336,43,13,160,77,0.1
7.75,1034,323,121,63,375,80,0.89
7.46,943,372,96,23,365,60,0.16
7.85,322,128,43,7,85,34,0.76
7.75,1074,415,110,71,290,111,0.62
7.95,958,287,149,30,340,58,0.13
7.57,839,336,92,10,320,36,0.64
7.55,790,220,110,19,315,37,0.89
7.82,743,305,78,5,290,36,0.5
8.07,618,220,92,18,245,30,0.85
8.16,937,464,36,43,350,62,0.13
7.8,924,403,75,16,300,69,0.76
8.1,1100,415,64,100,480,52,1.3
7.62,283,128,21,5,110,14,0.55
7.79,631,250,43,73,235,45,0.3
7.6,898,214,131,18,380,21,null
7.62,1314,250,92,260,520,64,0.18
7.93,881,415,32,12,370,20,0.03
7.7,459,183,21,57,200,15,0.1
7.75,1617,427,270,34,535,118,0.78
8.16,553,287,28,7,215,26,0.89
7.25,1160,275,192,28,410,70,1.38
7.52,1128,262,252,2,400,82,1.12
7.3,1897,390,391,54,760,82,0.3
7.25,1160,275,192,28,410,70,1.38
7.72,204,92,18,1,60,21,0.92
7.33,672,177,75,51,245,40,0.09
7.4,663,226,78,16,195,66,0.48
7.33,672,177,75,51,245,40,0.09
7.4,663,226,78,16,195,66,0.48
7.51,235,104,7,19,80,17,0.37
7.84,959,275,128,7,310,80,0.85
7.56,1818,293,231,333,765,75,0.33
7.76,786,268,92,15,275,56,0.48
7.36,666,189,99,15,240,39,0.11
7.92,657,275,28,41,285,12,0.1
7.58,687,336,43,13,160,77,0.1
7.44,436,73,53,6,135,29,0.25
7.57,902,323,110,5,415,24,0.17
7.64,768,378,53,4,230,74,1.12
7.58,2320,508,191,467,590,279,0.35
7.73,1617,141,149,502,475,175,0.88
7.46,583,305,21,10,220,38,1.12
7.8,666,256,43,49,270,34,0.3
7.55,1190,519,99,null,470,44,0.38
7.72,640,323,18,39,230,40,0.21
7.46,583,305,21,10,220,38,1.12
7.55,1190,519,99,null,470,44,0.38
7.72,640,323,18,39,230,40,0.21
7.78,1871,427,344,55,670,99,0.16
7.58,1383,482,206,null,550,64,0.37
7.53,1320,299,277,53,435,110,0.34
7.53,1320,299,277,53,435,110,0.34
7.91,640,293,18,50,160,74,0.4
7.65,832,329,67,19,255,52,0.47
7.05,167,61,18,4,55,11,0.66
7.82,743,305,78,5,290,36,0.5
7.7,867,403,46,22,395,17,0.02
7.75,836,384,43,20,365,17,0.13
7.3,1750,598,174,55,445,159,0.74
7.88,948,433,67,29,280,86,0.29
7.67,148,67,14,1,60,5,null
7.97,1817,636,146,229,515,180,0.98
7.3,753,299,71,9,285,45,0.18
7.88,409,207,18,6,175,7,0.24
7.86,751,531,25,13,350,56,0.12
7.8,595,238,60,12,260,14,0.16
8.01,565,305,25,3,190,46,0.34
7.68,712,281,75,14,140,102,0.78
8.03,560,275,36,6,200,27,0.17
7.49,1014,342,121,24,395,36,0.76
7.88,699,293,71,6,285,36,0.16
7.81,651,311,43,13,290,24,0.38
7.86,1178,470,103,27,395,66,0.39
7.64,574,195,71,19,190,49,0.34
